#gene_id	length
XLOC_000283	595
XLOC_000284	1690
XLOC_000285	1327
XLOC_000286	7879
XLOC_000287	3699
XLOC_000288	858
XLOC_000289	2681
XLOC_000290	5456
XLOC_000291	3021
XLOC_000292	1912
XLOC_000293	4827
XLOC_000294	1475
XLOC_000295	1424
XLOC_000296	388
XLOC_000297	315
XLOC_000298	270
XLOC_000299	465
XLOC_000300	615
XLOC_000301	279
XLOC_000302	794
XLOC_000303	542
XLOC_000304	148
XLOC_000305	50
XLOC_000306	826
XLOC_000307	574
XLOC_000308	176
XLOC_000309	295
XLOC_000310	188
XLOC_000311	234
XLOC_000312	143
XLOC_000313	3241
XLOC_000314	904
XLOC_000315	1445
XLOC_000316	2991
XLOC_000317	4933
XLOC_000318	155
XLOC_000319	50
XLOC_000320	50
XLOC_000321	702
XLOC_000322	1323
XLOC_000323	476
XLOC_000324	1320
XLOC_000325	530
XLOC_000326	403
XLOC_000327	204
XLOC_000328	196
XLOC_000329	244
XLOC_000330	400
XLOC_000331	1649
XLOC_000332	982
XLOC_000333	158
XLOC_000334	174
XLOC_000335	50
XLOC_000336	283
XLOC_000337	4502
XLOC_000338	291
XLOC_000339	1041
XLOC_000340	636
XLOC_000341	7534
XLOC_000342	165
XLOC_000343	964
XLOC_000344	462
XLOC_000345	738
XLOC_000346	1071
XLOC_000347	1155
XLOC_000348	561
XLOC_000349	1145
XLOC_000350	534
XLOC_000351	1310
XLOC_000352	2119
XLOC_000353	1950
XLOC_000354	4329
XLOC_000355	2316
XLOC_000356	3389
XLOC_000357	1688
XLOC_000358	897
XLOC_000359	3240
XLOC_000360	2444
XLOC_000361	957
XLOC_000362	451
XLOC_000363	530
XLOC_000364	906
XLOC_000365	372
XLOC_000366	3071
XLOC_000367	1975
XLOC_000368	217
XLOC_000369	339
XLOC_000370	834
XLOC_000371	763
XLOC_000372	218
XLOC_000373	139
XLOC_000374	233
XLOC_000375	85
XLOC_000376	263
XLOC_000377	334
XLOC_000378	160
XLOC_000379	199
XLOC_000380	305
XLOC_000381	1282
XLOC_000382	1146
XLOC_000383	387
XLOC_000384	50
XLOC_000385	607
XLOC_000386	240
XLOC_000387	351
XLOC_000388	318
XLOC_000389	172
XLOC_000390	1860
XLOC_000391	521
XLOC_000392	211
XLOC_000393	478
XLOC_000394	647
XLOC_000395	106
XLOC_000396	236
XLOC_000397	192
XLOC_000398	57
XLOC_000399	126
XLOC_000400	539
XLOC_000401	762
XLOC_000402	499
XLOC_000403	331
XLOC_000404	335
XLOC_000405	723
XLOC_000406	1206
XLOC_000407	856
XLOC_000408	1284
XLOC_000409	504
XLOC_000410	276
XLOC_000411	197
XLOC_000412	3763
XLOC_000413	2452
XLOC_000414	2307
XLOC_000415	687
XLOC_000416	2625
XLOC_000417	309
XLOC_000418	649
XLOC_000419	205
XLOC_000420	1852
XLOC_000421	883
XLOC_000422	203
XLOC_000423	2432
XLOC_000424	604
XLOC_000425	524
XLOC_000426	313
XLOC_000427	480
XLOC_000428	1162
XLOC_000429	1112
XLOC_000430	1003
XLOC_000431	209
XLOC_000432	473
XLOC_000433	703
XLOC_000434	504
XLOC_000435	600
XLOC_000436	381
XLOC_000437	3318
XLOC_000438	697
XLOC_000439	377
XLOC_000440	1011
XLOC_000441	2015
XLOC_000442	2892
XLOC_000443	2962
XLOC_000444	777
XLOC_000445	1874
XLOC_000446	1134
XLOC_000447	2396
XLOC_000448	3284
XLOC_000449	1004
XLOC_000450	2330
XLOC_000451	822
XLOC_000452	600
XLOC_000453	451
XLOC_000454	345
XLOC_000455	1773
XLOC_000456	50
XLOC_000457	136
XLOC_000458	348
XLOC_000459	136
XLOC_000460	108
XLOC_000461	885
XLOC_000462	193
XLOC_000463	166
XLOC_000464	239
XLOC_000465	763
XLOC_000466	281
XLOC_000467	1222
XLOC_000468	55
XLOC_000469	186
XLOC_000470	298
XLOC_000471	612
XLOC_000472	2228
XLOC_000473	4388
XLOC_000474	2243
XLOC_000475	3562
XLOC_000476	1147
XLOC_000477	1509
XLOC_000478	3505
XLOC_000479	3652
XLOC_000480	333
XLOC_000481	419
XLOC_000482	306
XLOC_000483	6173
XLOC_000484	1887
XLOC_000485	335
XLOC_000486	1783
XLOC_000487	84
XLOC_000488	199
XLOC_000489	455
XLOC_000490	488
XLOC_000491	255
XLOC_000492	295
XLOC_000493	917
XLOC_000494	186
XLOC_000495	189
XLOC_000496	1146
XLOC_000497	134
XLOC_000498	765
XLOC_000499	405
XLOC_000500	388
XLOC_000501	1482
XLOC_000502	3200
XLOC_000503	997
XLOC_000504	401
XLOC_000505	4716
XLOC_000506	258
XLOC_000507	2095
XLOC_000508	759
XLOC_000509	1076
XLOC_000510	50
XLOC_000511	174
XLOC_000512	492
XLOC_000513	140
XLOC_000514	237
XLOC_000515	404
XLOC_000516	208
XLOC_000517	2757
XLOC_000518	4170
XLOC_000519	1176
XLOC_000520	688
XLOC_000521	252
XLOC_000522	325
XLOC_000523	620
XLOC_000524	5776
XLOC_000525	569
XLOC_000526	852
XLOC_000527	510
XLOC_000528	517
XLOC_000529	615
XLOC_000530	467
XLOC_000531	1396
XLOC_000532	586
XLOC_000533	139
XLOC_000534	50
XLOC_000535	374
XLOC_000536	531
XLOC_000537	293
XLOC_000538	329
XLOC_000539	3489
XLOC_000540	979
XLOC_000541	229
XLOC_000542	677
XLOC_000543	1052
XLOC_000544	1311
XLOC_000545	3282
XLOC_000546	163
XLOC_000547	243
XLOC_000548	389
XLOC_000549	195
XLOC_000550	377
XLOC_000551	419
XLOC_000552	846
XLOC_000553	208
XLOC_000554	371
XLOC_000555	403
XLOC_000556	2363
XLOC_000557	191
XLOC_000558	467
XLOC_000559	395
XLOC_000560	4663
XLOC_000561	142
XLOC_000562	178
XLOC_000563	375
XLOC_000564	497
XLOC_000565	285
XLOC_000566	183
XLOC_000567	291
XLOC_000568	1788
XLOC_000569	558
XLOC_000570	326
XLOC_000571	461
XLOC_000572	453
XLOC_000573	423
XLOC_000574	2040
XLOC_000575	924
XLOC_000576	1089
XLOC_000577	1442
XLOC_000578	195
XLOC_000579	1473
XLOC_000580	161
XLOC_000581	1754
XLOC_000582	253
XLOC_000583	213
XLOC_000584	927
XLOC_000585	3376
XLOC_000586	1720
XLOC_000587	2232
XLOC_000588	1880
XLOC_000589	1406
XLOC_000590	1272
XLOC_000591	1262
XLOC_000592	335
XLOC_000593	172
XLOC_000594	77
XLOC_000595	135
XLOC_000596	165
XLOC_000597	152
XLOC_000598	54
XLOC_000599	213
XLOC_000600	1043
XLOC_000601	579
XLOC_000602	174
XLOC_000603	821
XLOC_000604	226
XLOC_000605	50
XLOC_000606	634
XLOC_000607	2441
XLOC_000608	755
XLOC_000609	744
XLOC_000610	379
XLOC_000611	487
XLOC_000612	245
XLOC_000613	156
XLOC_000614	721
XLOC_000615	1635
XLOC_000616	648
XLOC_000617	118
XLOC_000618	633
XLOC_000619	354
XLOC_000620	94
XLOC_000621	280
XLOC_000622	908
XLOC_000623	2924
XLOC_000624	714
XLOC_000625	411
XLOC_000626	292
XLOC_000627	125
XLOC_000628	309
XLOC_000629	1121
XLOC_000630	2008
XLOC_000631	998
XLOC_000632	740
XLOC_000633	1065
XLOC_000634	270
XLOC_000635	446
XLOC_000636	305
XLOC_000637	4052
XLOC_000638	1877
XLOC_000639	538
XLOC_000640	3690
XLOC_000641	3698
XLOC_000642	7448
XLOC_000643	730
XLOC_000644	2864
XLOC_000645	222
XLOC_000646	529
XLOC_000647	1653
XLOC_000648	584
XLOC_000649	1005
XLOC_000650	843
XLOC_000651	1281
XLOC_000652	797
XLOC_000653	1321
XLOC_000654	569
XLOC_000655	549
XLOC_000656	710
XLOC_000657	387
XLOC_000658	366
XLOC_000659	1278
XLOC_000660	603
XLOC_000661	186
XLOC_000662	2367
XLOC_000663	1008
XLOC_000664	693
XLOC_000665	761
XLOC_000666	266
XLOC_000667	370
XLOC_000668	187
XLOC_000669	1930
XLOC_000670	249
XLOC_000671	159
XLOC_000672	2583
XLOC_000673	209
XLOC_000674	304
XLOC_000675	365
XLOC_000676	322
XLOC_000677	270
XLOC_000678	290
XLOC_000679	218
XLOC_000680	200
XLOC_000681	603
XLOC_000682	361
XLOC_000683	1082
XLOC_000684	1467
XLOC_000685	634
XLOC_000686	208
XLOC_000687	141
XLOC_000688	217
XLOC_000689	117
XLOC_000690	51
XLOC_000691	50
XLOC_000692	50
XLOC_000693	2646
XLOC_000694	654
XLOC_000695	50
XLOC_000696	938
XLOC_000697	2432
XLOC_000698	747
XLOC_000699	1143
XLOC_000700	1836
XLOC_000701	1080
XLOC_000702	335
XLOC_000703	504
XLOC_000704	247
XLOC_000705	1872
XLOC_000706	1610
XLOC_000707	1631
XLOC_000708	675
XLOC_000709	1825
XLOC_000710	1178
XLOC_000711	2579
XLOC_000712	1676
XLOC_000713	422
XLOC_000714	320
XLOC_000715	305
XLOC_000716	355
XLOC_000717	250
XLOC_000718	328
XLOC_000719	273
XLOC_000720	643
XLOC_000721	518
XLOC_000722	445
XLOC_000723	131
XLOC_000724	389
XLOC_000725	297
XLOC_000726	466
XLOC_000727	633
XLOC_000728	1154
XLOC_000729	420
XLOC_000730	1677
XLOC_000731	2267
XLOC_000732	664
XLOC_000733	1047
XLOC_000734	690
XLOC_000735	59
XLOC_000736	131
XLOC_000737	78
XLOC_000738	449
XLOC_000739	325
XLOC_000740	498
XLOC_000741	495
XLOC_000742	308
XLOC_000743	481
XLOC_000744	232
XLOC_000745	239
XLOC_000746	1362
XLOC_000747	362
XLOC_000748	131
XLOC_000749	79
XLOC_000750	503
XLOC_000751	50
XLOC_000752	308
XLOC_000753	309
XLOC_000754	868
XLOC_000755	612
XLOC_000756	6252
XLOC_000757	1119
XLOC_000758	2286
XLOC_000759	1744
XLOC_000760	204
XLOC_000761	415
XLOC_000762	1187
XLOC_000763	208
XLOC_000764	121
XLOC_000765	231
XLOC_000766	424
XLOC_000767	285
XLOC_000768	139
XLOC_000769	346
XLOC_000770	1482
XLOC_000771	248
XLOC_000772	553
XLOC_000773	78
XLOC_000774	1223
XLOC_000775	505
XLOC_000776	596
XLOC_000777	828
XLOC_000778	986
XLOC_000779	493
XLOC_000780	147
XLOC_000781	155
XLOC_000782	245
XLOC_000783	74
XLOC_000784	390
XLOC_000785	1029
XLOC_000786	621
XLOC_000787	816
XLOC_000788	445
XLOC_000789	178
XLOC_000790	74
XLOC_000791	1420
XLOC_000792	1829
XLOC_000793	2325
XLOC_000794	892
XLOC_000795	1800
XLOC_000796	435
XLOC_000797	2380
XLOC_000798	1723
XLOC_000799	552
XLOC_000800	871
XLOC_000801	181
XLOC_000802	365
XLOC_000803	254
XLOC_000804	327
XLOC_000805	134
XLOC_000806	767
XLOC_000807	199
XLOC_000808	197
XLOC_000809	288
XLOC_000810	279
XLOC_000811	296
XLOC_000812	252
XLOC_000813	400
XLOC_000814	175
XLOC_000815	257
XLOC_000816	729
XLOC_000817	534
XLOC_000818	50
XLOC_000819	710
XLOC_000820	895
XLOC_000821	3191
XLOC_000822	174
XLOC_000823	356
XLOC_000824	224
XLOC_000825	352
XLOC_000826	551
XLOC_000827	568
XLOC_000828	2016
XLOC_000829	2948
XLOC_000830	2145
XLOC_000831	2886
XLOC_000832	155
XLOC_000833	7488
XLOC_000834	491
XLOC_000835	846
XLOC_000836	1121
XLOC_000837	1366
XLOC_000838	1936
XLOC_000839	723
XLOC_000840	2374
XLOC_000841	4305
XLOC_000842	54
XLOC_000843	2108
XLOC_000844	244
XLOC_000845	157
XLOC_000846	289
XLOC_000847	436
XLOC_000848	702
XLOC_000849	224
XLOC_000850	968
XLOC_000851	191
XLOC_000852	218
XLOC_000853	50
XLOC_000854	853
XLOC_000855	75
XLOC_000856	1073
XLOC_000857	50
XLOC_000858	1135
XLOC_000859	1167
XLOC_000860	358
XLOC_000861	822
XLOC_000862	2429
XLOC_000863	796
XLOC_000864	184
XLOC_000865	550
XLOC_000866	3409
XLOC_000867	1216
XLOC_000868	1082
XLOC_000869	307
XLOC_000870	594
XLOC_000871	1335
XLOC_000872	1725
XLOC_000873	289
XLOC_000874	690
XLOC_000875	689
XLOC_000876	2726
XLOC_000877	682
XLOC_000878	291
XLOC_000879	612
XLOC_000880	273
XLOC_000881	700
XLOC_000882	564
XLOC_000883	258
XLOC_000884	475
XLOC_000885	2254
XLOC_000886	898
XLOC_000887	443
XLOC_000888	761
XLOC_000889	646
XLOC_000890	162
XLOC_000891	141
XLOC_000892	255
XLOC_000893	985
XLOC_000894	366
XLOC_000895	839
XLOC_000896	979
XLOC_000897	570
XLOC_000898	930
XLOC_000899	399
XLOC_000900	242
XLOC_000901	5614
XLOC_000902	1532
XLOC_000903	383
XLOC_000904	2591
XLOC_000905	774
XLOC_000906	189
XLOC_000907	346
XLOC_000908	114
XLOC_000909	107
XLOC_000910	1217
XLOC_000911	870
XLOC_000912	2735
XLOC_000913	667
XLOC_000914	1255
XLOC_000915	308
XLOC_000916	491
XLOC_000917	179
XLOC_000918	289
XLOC_000919	162
XLOC_000920	717
XLOC_000921	1183
XLOC_000922	543
XLOC_000923	179
XLOC_000924	958
XLOC_000925	8356
XLOC_000926	4438
XLOC_000927	3439
XLOC_000928	437
XLOC_000929	207
XLOC_000930	205
XLOC_000931	214
XLOC_000932	344
XLOC_000933	394
XLOC_000934	257
XLOC_000935	2186
XLOC_000936	2717
XLOC_000937	462
XLOC_000938	50
XLOC_000939	191
XLOC_000940	56
XLOC_000941	147
XLOC_000942	50
XLOC_000943	430
XLOC_000944	120
XLOC_000945	614
XLOC_000946	1660
XLOC_000947	129
XLOC_000948	943
XLOC_000949	2846
XLOC_000950	812
XLOC_000951	2212
XLOC_000952	1621
XLOC_000953	268
XLOC_000954	440
XLOC_000955	757
XLOC_000956	225
XLOC_000957	227
XLOC_000958	1563
XLOC_000959	218
XLOC_000960	228
XLOC_000961	678
XLOC_000962	896
XLOC_000963	261
XLOC_000964	257
XLOC_000965	309
XLOC_000966	195
XLOC_000967	717
XLOC_000968	361
XLOC_000969	368
XLOC_000970	1105
XLOC_000971	624
XLOC_000972	13475
XLOC_000973	689
XLOC_000974	953
XLOC_000975	513
XLOC_000976	381
XLOC_000977	151
XLOC_000978	3913
XLOC_000979	579
XLOC_000980	625
XLOC_000981	268
XLOC_000982	721
XLOC_000983	484
XLOC_000984	584
XLOC_000985	503
XLOC_000986	263
XLOC_000987	1203
XLOC_000988	450
XLOC_000989	1297
XLOC_000990	15831
XLOC_000991	1808
XLOC_000992	511
XLOC_000993	1551
XLOC_000994	472
XLOC_000995	8295
XLOC_000996	1813
XLOC_000997	5018
XLOC_000998	1411
XLOC_000999	1975
XLOC_001000	2599
XLOC_001001	219
XLOC_001002	2055
XLOC_001003	1051
XLOC_001004	210
XLOC_001005	1380
XLOC_001006	870
XLOC_001007	888
XLOC_001008	3078
XLOC_001009	307
XLOC_001010	354
XLOC_001011	126
XLOC_001012	458
XLOC_001013	338
XLOC_001014	292
XLOC_001015	513
XLOC_001016	368
XLOC_001017	249
XLOC_001018	508
XLOC_001019	369
XLOC_001020	371
XLOC_001021	316
XLOC_001022	268
XLOC_001023	872
XLOC_001024	710
XLOC_001025	639
XLOC_001026	332
XLOC_001027	1707
XLOC_001028	2179
XLOC_001029	1778
XLOC_001030	6999
XLOC_001031	3631
XLOC_001032	713
XLOC_001033	2321
XLOC_001034	826
XLOC_001035	1636
XLOC_001036	249
XLOC_001037	300
XLOC_001038	50
XLOC_001039	332
XLOC_001040	1001
XLOC_001041	198
XLOC_001042	345
XLOC_001043	144
XLOC_001044	1152
XLOC_001045	199
XLOC_001046	193
XLOC_001047	977
XLOC_001048	117
XLOC_001049	50
XLOC_001050	119
XLOC_001051	195
XLOC_001052	300
XLOC_001053	401
XLOC_001054	818
XLOC_001055	330
XLOC_001056	3369
XLOC_001057	1078
XLOC_001058	306
XLOC_001059	539
XLOC_001060	710
XLOC_001061	208
XLOC_001062	290
XLOC_001063	253
XLOC_001064	770
XLOC_001065	167
XLOC_001066	377
XLOC_001067	928
XLOC_001068	253
XLOC_001069	348
XLOC_001070	50
XLOC_001071	50
XLOC_001072	297
XLOC_001073	578
XLOC_001074	492
XLOC_001075	253
XLOC_001076	757
XLOC_001077	402
XLOC_001078	410
XLOC_001079	161
XLOC_001080	249
XLOC_001081	824
XLOC_001082	400
XLOC_001083	781
XLOC_001084	1549
XLOC_001085	1076
XLOC_001086	3083
XLOC_001087	219
XLOC_001088	523
XLOC_001089	185
XLOC_001090	374
XLOC_001091	292
XLOC_001092	181
XLOC_001093	292
XLOC_001094	285
XLOC_001095	262
XLOC_001096	800
XLOC_001097	1000
XLOC_001098	1311
XLOC_001099	974
XLOC_001100	3241
XLOC_001101	563
XLOC_001102	337
XLOC_001103	511
XLOC_001104	452
XLOC_001105	523
XLOC_001106	367
XLOC_001107	271
XLOC_001108	422
XLOC_001109	1992
XLOC_001110	2661
XLOC_001111	514
XLOC_001112	3144
XLOC_001113	234
XLOC_001114	925
XLOC_001115	609
XLOC_001116	430
XLOC_001117	2048
XLOC_001118	1177
XLOC_001119	805
XLOC_001120	3724
XLOC_001121	948
XLOC_001122	1961
XLOC_001123	407
XLOC_001124	380
XLOC_001125	201
XLOC_001126	410
XLOC_001127	724
XLOC_001128	1231
XLOC_001129	1006
XLOC_001130	1807
XLOC_001131	1668
XLOC_001132	3513
XLOC_001133	620
XLOC_001134	2392
XLOC_001135	285
XLOC_001136	192
XLOC_001137	249
XLOC_001138	1709
XLOC_001139	257
XLOC_001140	518
XLOC_001141	257
XLOC_001142	50
XLOC_001143	236
XLOC_001144	66
XLOC_001145	278
XLOC_001146	462
XLOC_001147	51
XLOC_001148	1190
XLOC_001149	353
XLOC_001150	162
XLOC_001151	366
XLOC_001152	1829
XLOC_001153	1880
XLOC_001154	5300
XLOC_001155	1856
XLOC_001156	308
XLOC_001157	235
XLOC_001158	405
XLOC_001159	1069
XLOC_001160	244
XLOC_001161	127
XLOC_001162	326
XLOC_001163	351
XLOC_001164	1452
XLOC_001165	791
XLOC_001166	1608
XLOC_001167	157
XLOC_001168	175
XLOC_001169	1758
XLOC_001170	2499
XLOC_001171	393
XLOC_001172	195
XLOC_001173	981
XLOC_001174	50
XLOC_001175	559
XLOC_001176	717
XLOC_001177	1205
XLOC_001178	655
XLOC_001179	382
XLOC_001180	230
XLOC_001181	573
XLOC_001182	483
XLOC_001183	194
XLOC_001184	227
XLOC_001185	162
XLOC_001186	310
XLOC_001187	564
XLOC_001188	450
XLOC_001189	1548
XLOC_001190	847
XLOC_001191	1183
XLOC_001192	195
XLOC_001193	219
XLOC_001194	301
XLOC_001195	3241
XLOC_001196	1504
XLOC_001197	1518
XLOC_001198	4508
XLOC_001199	2897
XLOC_001200	2787
XLOC_001201	627
XLOC_001202	4789
XLOC_001203	3391
XLOC_001204	66
XLOC_001205	604
XLOC_001206	180
XLOC_001207	3422
XLOC_001208	403
XLOC_001209	1821
XLOC_001210	4072
XLOC_001211	655
XLOC_001212	278
XLOC_001213	400
XLOC_001214	399
XLOC_001215	3213
XLOC_001216	549
XLOC_001217	2124
XLOC_001218	280
XLOC_001219	392
XLOC_001220	273
XLOC_001221	392
XLOC_001222	484
XLOC_001223	343
XLOC_001224	1183
XLOC_001225	327
XLOC_001226	735
XLOC_001227	874
XLOC_001228	377
XLOC_001229	457
XLOC_001230	1331
XLOC_001231	364
XLOC_001232	612
XLOC_001233	3263
XLOC_001234	280
XLOC_001235	1455
XLOC_001236	210
XLOC_001237	102
XLOC_001238	246
XLOC_001239	156
XLOC_001240	50
XLOC_001241	503
XLOC_001242	252
XLOC_001243	407
XLOC_001244	264
XLOC_001245	195
XLOC_001246	1147
XLOC_001247	1712
XLOC_001248	1328
XLOC_001249	3609
XLOC_001250	89
XLOC_001251	1323
XLOC_001252	382
XLOC_001253	191
XLOC_001254	2809
XLOC_001255	209
XLOC_001256	219
XLOC_001257	952
XLOC_001258	194
XLOC_001259	896
XLOC_001260	2699
XLOC_001261	270
XLOC_001262	804
XLOC_001263	1222
XLOC_001264	315
XLOC_001265	497
XLOC_001266	1762
XLOC_001267	2506
XLOC_001268	50
XLOC_001269	236
XLOC_001270	751
XLOC_001271	403
XLOC_001272	705
XLOC_001273	504
XLOC_001274	187
XLOC_001275	314
XLOC_001276	1790
XLOC_001277	294
XLOC_001278	731
XLOC_001279	1918
XLOC_001280	313
XLOC_001281	362
XLOC_001282	136
XLOC_001283	266
XLOC_001284	543
XLOC_001285	1175
XLOC_001286	1275
XLOC_001287	380
XLOC_001288	323
XLOC_001289	537
XLOC_001290	2417
XLOC_001291	728
XLOC_001292	322
XLOC_001293	889
XLOC_001294	2130
XLOC_001295	275
XLOC_001296	263
XLOC_001297	94
XLOC_001298	324
XLOC_001299	256
XLOC_001300	194
XLOC_001301	576
XLOC_001302	431
XLOC_001303	638
XLOC_001304	577
XLOC_001305	747
XLOC_001306	1353
XLOC_001307	1116
XLOC_001308	897
XLOC_001309	348
XLOC_001310	1320
XLOC_001311	593
XLOC_001312	1395
XLOC_001313	873
XLOC_001314	366
XLOC_001315	1143
XLOC_001316	164
XLOC_001317	1101
XLOC_001318	303
XLOC_001319	534
XLOC_001320	2223
XLOC_001321	160
XLOC_001322	267
XLOC_001323	245
XLOC_001324	198
XLOC_001325	1305
XLOC_001326	588
XLOC_001327	2127
XLOC_001328	107
XLOC_001329	50
XLOC_001330	827
XLOC_001331	383
XLOC_001332	410
XLOC_001333	247
XLOC_001334	268
XLOC_001335	400
XLOC_001336	1450
XLOC_001337	351
XLOC_001338	2063
XLOC_001339	2004
XLOC_001340	1833
XLOC_001341	2194
XLOC_001342	1309
XLOC_001343	1470
XLOC_001344	953
XLOC_001345	1203
XLOC_001346	276
XLOC_001347	1647
XLOC_001348	1125
XLOC_001349	1002
XLOC_001350	993
XLOC_001351	7861
XLOC_001352	233
XLOC_001353	238
XLOC_001354	215
XLOC_001355	148
XLOC_001356	104
XLOC_001357	1209
XLOC_001358	1241
XLOC_001359	814
